,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
6250,2016,12,DIJON VILLE,PARIS LYON,98.138952164,441.0,2.0,109.0,13.5197247706,4.53124525437,24.0,35.031944444400004,1.2771829916500002,0.0909090909091,0.272727272727,0.5,0.0,0.0454545454545,0.0909090909091,13.0,54.2423076923,8.0,3.0,2016-12-01,9.09090909091,27.2727272727,50.0,0.0,4.54545454545,9.09090909091
6252,2016,12,PARIS MONTPARNASSE,BREST,268.073394495,110.0,1.0,7.0,11.8738095238,0.6570336391439999,6.0,24.8333333333,2.80275229358,0.5,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,6.0,24.8333333333,1.0,0.0,2016-12-01,50.0,16.6666666667,16.6666666667,16.6666666667,0.0,0.0
6255,2016,7,PARIS LYON,ANNECY,222.940909091,110.0,0.0,10.0,14.2,1.37272727273,2.0,24.0,1.40909090909,0.0,0.0,0.5,0.5,0.0,0.0,2.0,24.0,0.0,0.0,2016-07-01,0.0,0.0,50.0,50.0,0.0,0.0
6256,2016,7,CHAMBERY CHALLES LES EAUX,PARIS LYON,192.49609375,129.0,1.0,28.0,14.1071428571,3.84375,13.0,24.4615384615,2.0703125,0.307692307692,0.0769230769231,0.0769230769231,0.230769230769,0.230769230769,0.0769230769231,12.0,25.5833333,2.0,0.0,2016-07-01,30.7692307692,7.692307692310001,7.692307692310001,23.0769230769,23.0769230769,7.692307692310001
6258,2016,7,PARIS LYON,VALENCE ALIXAN TGV,131.291925466,323.0,1.0,27.0,18.6296296296,1.82919254658,44.0,23.1590909091,3.9099378882,0.261904761905,0.0714285714286,0.0952380952381,0.238095238095,0.214285714286,0.119047619048,29.0,28.275862100000005,7.0,3.0,2016-07-01,26.190476190500004,7.1428571428600005,9.523809523810002,23.8095238095,21.4285714286,11.9047619048
6259,2016,7,PARIS MONTPARNASSE,LE MANS,58.38606194689999,452.0,0.0,33.0,13.9393939394,1.3517699115,52.0,18.3076923077,2.22787610619,0.217391304348,0.217391304348,0.0434782608696,0.239130434783,0.217391304348,0.0652173913043,23.0,29.0434783,9.0,1.0,2016-07-01,21.7391304348,21.7391304348,4.34782608696,23.9130434783,21.7391304348,6.521739130429999
6261,2016,11,PARIS MONTPARNASSE,TOURS,79.0777777778,180.0,0.0,24.0,19.6666666667,2.92777777778,57.0,17.0175438596,5.92777777778,0.163636363636,0.254545454545,0.145454545455,0.218181818182,0.2,0.0181818181818,20.0,30.5,6.0,1.0,2016-11-01,16.363636363599998,25.4545454545,14.5454545455,21.818181818200003,20.0,1.81818181818
6262,2016,11,PARIS MONTPARNASSE,VANNES,201.331858407,226.0,0.0,19.0,22.8947368421,2.15486725664,38.0,41.0263157895,8.80088495575,0.432432432432,0.297297297297,0.0810810810811,0.0810810810811,0.108108108108,0.0,38.0,41.0263158,21.0,7.0,2016-11-01,43.243243243200006,29.7297297297,8.10810810811,8.10810810811,10.8108108108,0.0
6265,2016,11,PARIS LYON,ITALIE,251.573863636,88.0,0.0,3.0,15.6666666667,0.6477272727269999,16.0,38.125,9.75,0.0625,0.5625,0.125,0.0,0.1875,0.0625,16.0,38.125,5.0,1.0,2016-11-01,6.25,56.25,12.5,0.0,18.75,6.25
6266,2017,11,PARIS LYON,NICE VILLE,338.38888888900004,189.0,9.0,14.0,17.7654761905,1.1901851851899998,33.0,31.3323232323,8.41592592593,0.181818181818,0.363636363636,0.30303030303,0.151515151515,0.0,0.0,33.0,8.41592592593,15.0,2.0,2017-11-01,18.1818181818,36.3636363636,30.303030303000003,15.151515151500002,0.0,0.0
6267,2017,11,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.201754386,116.0,2.0,12.0,23.9569444444,2.22280701754,23.0,27.334057971,7.067251461989999,0.260869565217,0.173913043478,0.173913043478,0.260869565217,0.0869565217391,0.0434782608696,15.0,7.067251461989999,7.0,3.0,2017-11-01,26.0869565217,17.3913043478,17.3913043478,26.0869565217,8.69565217391,4.34782608696
6269,2017,11,PARIS MONTPARNASSE,POITIERS,94.1983805668,500.0,6.0,32.0,15.1921875,0.8390350877189999,52.0,18.2862179487,2.74547908232,0.179487179487,0.205128205128,0.333333333333,0.102564102564,0.128205128205,0.0512820512821,20.0,2.74547908232,8.0,2.0,2017-11-01,17.9487179487,20.5128205128,33.333333333300004,10.2564102564,12.8205128205,5.128205128209999
6271,2017,11,PARIS LYON,GENEVE,189.252,202.0,2.0,17.0,15.9431372549,1.21958333333,48.0,29.755902777800003,7.987583333330001,0.425531914894,0.148936170213,0.234042553191,0.191489361702,0.0,0.0,34.0,7.987583333330001,13.0,5.0,2017-11-01,42.5531914894,14.8936170213,23.4042553191,19.1489361702,0.0,0.0
6272,2017,11,GENEVE,PARIS LYON,191.886936937,222.0,0.0,12.0,8.17361111111,1.87057057057,38.0,26.8557017544,5.16073573574,0.210526315789,0.184210526316,0.421052631579,0.105263157895,0.0263157894737,0.0526315789474,20.0,5.16073573574,7.0,4.0,2017-11-01,21.0526315789,18.4210526316,42.10526315790001,10.5263157895,2.63157894737,5.26315789474
6274,2017,11,ZURICH,PARIS LYON,238.75856164400005,146.0,0.0,17.0,11.0,2.49417808219,15.0,42.8433333333,6.1130136986300005,0.133333333333,0.333333333333,0.266666666667,0.2,0.0666666666666999,0.0,15.0,6.1130136986300005,5.0,3.0,2017-11-01,13.3333333333,33.333333333300004,26.6666666667,20.0,6.666666666669999,0.0
6276,2016,10,PARIS MONTPARNASSE,LA ROCHELLE VILLE,204.921296296,217.0,1.0,10.0,20.6,1.11111111111,8.0,52.375,1.48611111111,0.2,0.6000000000000001,0.2,0.0,0.0,0.0,8.0,52.375,5.0,3.0,2016-10-01,20.0,60.0,20.0,0.0,0.0,0.0
6280,2016,9,ANGOULEME,PARIS MONTPARNASSE,157.161337209,345.0,1.0,94.0,16.2872340426,5.63081395349,69.0,28.231884058,6.97674418605,0.294117647059,0.455882352941,0.0441176470588,0.0882352941176,0.0588235294118,0.0588235294118,45.0,36.6888889,15.0,6.0,2016-09-01,29.4117647059,45.5882352941,4.4117647058800005,8.823529411760003,5.8823529411800015,5.8823529411800015
6282,2016,8,PARIS EST,METZ,85.4238410596,302.0,0.0,8.0,12.625,0.5562913907279999,23.0,13.8260869565,0.917218543046,0.521739130435,0.173913043478,0.0434782608696,0.0869565217391,0.173913043478,0.0,8.0,23.5,1.0,0.0,2016-08-01,52.1739130435,17.3913043478,4.34782608696,8.69565217391,17.3913043478,0.0
6285,2016,8,LAUSANNE,PARIS LYON,183.379464286,112.0,0.0,13.0,9.15384615385,2.11607142857,9.0,22.5555555556,1.52678571429,0.444444444444,0.111111111111,0.222222222222,0.0,0.111111111111,0.111111111111,8.0,23.875,1.0,0.0,2016-08-01,44.4444444444,11.1111111111,22.2222222222,0.0,11.1111111111,11.1111111111
6289,2017,6,VANNES,PARIS MONTPARNASSE,201.123931624,234.0,0.0,12.0,8.333333333330001,1.32905982906,30.0,42.6,6.910256410260001,0.0769230769231,0.0769230769231,0.230769230769,0.3846153846149999,0.230769230769,0.0,22.0,53.4848485,12.0,6.0,2017-06-01,7.692307692310001,7.692307692310001,23.0769230769,38.4615384615,23.0769230769,0.0
6290,2017,6,ARRAS,PARIS NORD,57.7608695652,324.0,2.0,43.0,10.9069767442,2.22360248447,53.0,13.7735849057,1.01242236025,0.3,0.2,0.3,0.1,0.0,0.1,16.0,25.0020833,3.0,0.0,2017-06-01,30.0,20.0,30.0,10.0,0.0,10.0
6292,2017,1,LILLE,MARSEILLE ST CHARLES,304.931506849,147.0,1.0,15.0,12.7655555556,2.10171232877,31.0,42.252688172,11.5326484018,0.266666666667,0.2,0.3,0.2,0.0333333333333,0.0,31.0,42.252688172,13.0,5.0,2017-01-01,26.6666666667,20.0,30.0,20.0,3.3333333333299984,0.0
6294,2017,1,PARIS LYON,ANNECY,222.110429448,164.0,1.0,9.0,15.0888888889,0.831595092025,18.0,33.8055555556,5.98466257669,0.222222222222,0.333333333333,0.222222222222,0.222222222222,0.0,0.0,18.0,33.8055555556,6.0,1.0,2017-01-01,22.2222222222,33.333333333300004,22.2222222222,22.2222222222,0.0,0.0
6296,2017,1,QUIMPER,PARIS MONTPARNASSE,278.473170732,210.0,5.0,1.0,10.0,0.153658536585,14.0,52.6821428571,4.684471544719999,0.4,0.3,0.2,0.1,0.0,0.0,14.0,52.6821428571,7.0,6.0,2017-01-01,40.0,30.0,20.0,10.0,0.0,0.0
6298,2017,7,MULHOUSE VILLE,PARIS LYON,171.084142395,311.0,2.0,37.0,14.972972973,2.6310679611700003,34.0,20.2647058824,2.05177993528,0.275862068966,0.0344827586207,0.413793103448,0.0689655172414,0.103448275862,0.103448275862,16.0,29.2989583,4.0,2.0,2017-07-01,27.5862068966,3.44827586207,41.3793103448,6.896551724139999,10.3448275862,10.3448275862
6300,2017,7,PARIS LYON,GENEVE,190.837078652,178.0,0.0,24.0,21.0416666667,2.9382022471900004,46.0,32.0,9.99438202247,0.204545454545,0.0909090909091,0.295454545455,0.318181818182,0.0681818181818,0.0227272727272999,27.0,46.1074074,16.0,4.0,2017-07-01,20.4545454545,9.09090909091,29.5454545455,31.818181818200003,6.818181818179999,2.27272727273
6301,2017,5,NANCY,PARIS EST,93.7627737226,274.0,0.0,9.0,14.6666666667,0.8905109489049999,14.0,23.9285714286,-0.2773722627739999,0.3846153846149999,0.3846153846149999,0.153846153846,0.0769230769231,0.0,0.0,9.0,29.9907407,2.0,1.0,2017-05-01,38.4615384615,38.4615384615,15.3846153846,7.692307692310001,0.0,0.0
6304,2017,5,PARIS EST,FRANCFORT,196.036144578,166.0,0.0,2.0,14.0,0.373493975904,15.0,31.2666666667,6.80120481928,0.307692307692,0.307692307692,0.153846153846,0.0,0.230769230769,0.0,15.0,31.1066667,6.0,1.0,2017-05-01,30.7692307692,30.7692307692,15.3846153846,0.0,23.0769230769,0.0
6305,2017,4,AIX EN PROVENCE TGV,PARIS LYON,188.218666667,376.0,1.0,75.0,15.1066666667,4.624,51.0,27.3529411765,4.43466666667,0.2,0.24,0.28,0.26,0.02,0.0,33.0,35.790403999999995,10.0,3.0,2017-04-01,20.0,24.0,28.000000000000004,26.0,2.0,0.0
6306,2017,4,MONTPELLIER,PARIS LYON,205.91740413,340.0,1.0,32.0,17.34375,1.75221238938,38.0,30.5263157895,3.5132743362800003,0.21875,0.3125,0.28125,0.1875,0.0,0.0,31.0,34.4333333,12.0,5.0,2017-04-01,21.875,31.25,28.125,18.75,0.0,0.0
6311,2017,4,DOUAI,PARIS NORD,83.63402061859999,195.0,1.0,7.0,8.0,0.659793814433,18.0,16.611111111099998,1.23195876289,0.461538461538,0.153846153846,0.3846153846149999,0.0,0.0,0.0,5.0,36.7566667,3.0,0.0,2017-04-01,46.1538461538,15.3846153846,38.4615384615,0.0,0.0,0.0
6312,2017,4,PARIS LYON,GENEVE,190.331606218,193.0,0.0,15.0,29.0,2.43523316062,48.0,27.25,7.0725388601,0.4888888888889999,0.111111111111,0.155555555556,0.222222222222,0.0222222222221999,0.0,37.0,31.704054100000004,11.0,4.0,2017-04-01,48.888888888900006,11.1111111111,15.555555555600002,22.2222222222,2.22222222222,0.0
6313,2017,9,PARIS NORD,LILLE,62.079338843,610.0,5.0,45.0,18.08,1.59906336088,68.0,20.6654411765,2.81112947658,0.416666666667,0.133333333333,0.133333333333,0.266666666667,0.05,0.0,31.0,34.1064516129,13.0,3.0,2017-09-01,41.6666666667,13.3333333333,13.3333333333,26.6666666667,5.0,0.0
6316,2017,9,PARIS LYON,ZURICH,214.908675799,146.0,0.0,16.0,21.6260416667,2.41050228311,13.0,30.8141025641,3.63173515982,0.0,0.0,0.416666666667,0.5,0.0833333333333,0.0,12.0,32.1319444444,6.0,0.0,2017-09-01,0.0,0.0,41.6666666667,50.0,8.333333333330001,0.0
6319,2017,8,PARIS LYON,MULHOUSE VILLE,167.049469965,285.0,2.0,20.0,16.3708333333,1.11749116608,24.0,23.4145833333,2.9581861013,0.142857142857,0.142857142857,0.190476190476,0.428571428571,0.0,0.0952380952381,15.0,29.4844444444,6.0,0.0,2017-08-01,14.2857142857,14.2857142857,19.0476190476,42.8571428571,0.0,9.523809523810002
6320,2017,8,PARIS MONTPARNASSE,TOULOUSE MATABIAU,258.141242938,178.0,1.0,29.0,14.2298850575,2.63361581921,22.0,50.3840909091,6.862429378530001,0.227272727273,0.272727272727,0.0909090909091,0.363636363636,0.0,0.0454545454545,22.0,50.3840909091,11.0,7.0,2017-08-01,22.7272727273,27.2727272727,9.09090909091,36.3636363636,0.0,4.54545454545
6321,2017,2,PARIS MONTPARNASSE,QUIMPER,268.364102564,198.0,3.0,16.0,18.203125,1.37102564103,12.0,58.75,3.97692307692,0.416666666667,0.416666666667,0.166666666667,0.0,0.0,0.0,12.0,58.75,5.0,5.0,2017-02-01,41.6666666667,41.6666666667,16.6666666667,0.0,0.0,0.0
6322,2017,2,GENEVE,PARIS LYON,188.128780488,205.0,0.0,11.0,11.9303030303,1.6343089430899995,20.0,28.8141666667,1.32284552846,0.157894736842,0.315789473684,0.263157894737,0.105263157895,0.0526315789474,0.105263157895,14.0,35.7369047619,5.0,2.0,2017-02-01,15.7894736842,31.5789473684,26.3157894737,10.5263157895,5.26315789474,10.5263157895
6323,2019,3,REIMS,PARIS EST,46.548076923100005,209.0,1.0,28.0,8.65654761905,1.25536858974,25.0,14.433333333299998,1.16057692308,0.047619047619,0.238095238095,0.238095238095,0.428571428571,0.047619047619,0.0,8.0,1.16057692308,2.0,0.0,2019-03-01,4.7619047619,23.8095238095,23.8095238095,42.8571428571,4.7619047619,0.0
6325,2019,3,PARIS LYON,LYON PART DIEU,119.709243697,595.0,0.0,43.0,11.5852713178,0.40593837535,26.0,30.875,0.970924369748,0.307692307692,0.192307692308,0.192307692308,0.230769230769,0.0769230769231,0.0,19.0,0.970924369748,8.0,3.0,2019-03-01,30.7692307692,19.2307692308,19.2307692308,23.0769230769,7.692307692310001,0.0
6328,2019,3,LYON PART DIEU,MARSEILLE ST CHARLES,109.204545455,398.0,2.0,174.0,9.43620689655,4.18463804714,60.0,26.6436111111,5.3404040404,0.25,0.1833333333329999,0.25,0.1833333333329999,0.0666666666666999,0.0666666666666999,47.0,5.3404040404,11.0,4.0,2019-03-01,25.0,18.3333333333,25.0,18.3333333333,6.666666666669999,6.666666666669999
6329,2019,3,PARIS LYON,MONTPELLIER,210.164556962,237.0,0.0,21.0,18.3126984127,1.1992264416299998,28.0,37.7488095238,4.25457102672,0.357142857143,0.142857142857,0.1785714285709999,0.285714285714,0.0357142857143,0.0,28.0,4.25457102672,12.0,4.0,2019-03-01,35.7142857143,14.2857142857,17.8571428571,28.5714285714,3.5714285714300003,0.0
6330,2019,3,PARIS LYON,VALENCE ALIXAN TGV,131.27368421100002,285.0,0.0,27.0,16.8395061728,1.1933333333299998,33.0,28.0439393939,3.6767251462,0.151515151515,0.0909090909091,0.333333333333,0.333333333333,0.0909090909091,0.0,22.0,3.6767251462,8.0,2.0,2019-03-01,15.151515151500002,9.09090909091,33.333333333300004,33.333333333300004,9.09090909091,0.0
6332,2019,3,PARIS LYON,MARSEILLE ST CHARLES,200.856353591,545.0,2.0,36.0,11.4,0.369766728054,26.0,35.708974359,3.3320441989000003,0.24,0.2,0.32,0.16,0.08,0.0,26.0,3.3320441989000003,10.0,4.0,2019-03-01,24.0,20.0,32.0,16.0,8.0,0.0
6334,2019,4,MARSEILLE ST CHARLES,LILLE,287.225641026,197.0,2.0,31.0,7.07365591398,0.950085470085,36.0,41.0606481481,9.84683760684,0.285714285714,0.171428571429,0.257142857143,0.228571428571,0.0571428571429,0.0,36.0,9.84683760684,17.0,7.0,2019-04-01,28.5714285714,17.1428571429,25.7142857143,22.8571428571,5.71428571429,0.0
6335,2019,4,DUNKERQUE,PARIS NORD,117.4092827,239.0,2.0,12.0,7.0,0.354430379747,14.0,33.1630952381,2.8610407876200004,0.307692307692,0.3846153846149999,0.0,0.230769230769,0.0,0.0769230769231,10.0,2.8610407876200004,5.0,1.0,2019-04-01,30.7692307692,38.4615384615,0.0,23.0769230769,0.0,7.692307692310001
6336,2019,4,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.4341463415,206.0,1.0,113.0,6.5395280236,3.62528455285,31.0,12.066666666700002,1.4195934959299998,0.0689655172414,0.172413793103,0.379310344828,0.137931034483,0.172413793103,0.0689655172414,7.0,1.4195934959299998,1.0,0.0,2019-04-01,6.896551724139999,17.2413793103,37.9310344828,13.7931034483,17.2413793103,6.896551724139999
6339,2019,4,MARSEILLE ST CHARLES,LYON PART DIEU,101.081871345,346.0,4.0,63.0,6.6873015873,1.23308966862,30.0,29.2205555556,4.896686159840001,0.142857142857,0.1785714285709999,0.321428571429,0.285714285714,0.0,0.0714285714286,19.0,4.896686159840001,8.0,4.0,2019-04-01,14.2857142857,17.8571428571,32.1428571429,28.5714285714,0.0,7.1428571428600005
6340,2019,4,PARIS LYON,MARSEILLE ST CHARLES,196.770623742,497.0,0.0,38.0,10.4855263158,0.412676056338,38.0,32.0188596491,3.78433936955,0.28125,0.09375,0.25,0.28125,0.0625,0.03125,38.0,3.78433936955,12.0,3.0,2019-04-01,28.125,9.375,25.0,28.125,6.25,3.125
6344,2018,11,BORDEAUX ST JEAN,TOURCOING,299.928571429,28.0,0.0,6.0,2.46666666667,0.611904761905,3.0,45.3333333333,7.39285714286,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,0.0,3.0,7.39285714286,2.0,1.0,2018-11-01,33.333333333300004,33.333333333300004,33.333333333300004,0.0,0.0,0.0
6345,2018,11,PARIS LYON,BELLEGARDE (AIN),160.66666666700002,201.0,3.0,31.0,18.0908602151,2.5220538720500003,38.0,34.4807017544,8.79898989899,0.189189189189,0.108108108108,0.351351351351,0.324324324324,0.027027027027,0.0,27.0,8.79898989899,12.0,5.0,2018-11-01,18.9189189189,10.8108108108,35.1351351351,32.4324324324,2.7027027027,0.0
6346,2018,11,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.764397906,194.0,3.0,25.0,17.4026666667,1.89223385689,16.0,46.634375,5.54642233857,0.4,0.133333333333,0.0666666666666999,0.266666666667,0.133333333333,0.0,15.0,5.54642233857,11.0,2.0,2018-11-01,40.0,13.3333333333,6.666666666669999,26.6666666667,13.3333333333,0.0
6350,2018,10,ST MALO,PARIS MONTPARNASSE,175.411111111,92.0,2.0,11.0,16.8696969697,2.1438888888900003,12.0,28.7430555556,5.57555555556,0.0,0.166666666667,0.0833333333333,0.416666666667,0.25,0.0833333333333,10.0,5.57555555556,3.0,1.0,2018-10-01,0.0,16.6666666667,8.333333333330001,41.6666666667,25.0,8.333333333330001
6351,2018,10,PARIS EST,REIMS,45.960199005,204.0,3.0,31.0,12.5607526882,1.86384742952,25.0,21.5933333333,3.1539800995,0.227272727273,0.1363636363639999,0.1363636363639999,0.318181818182,0.1363636363639999,0.0454545454545,8.0,3.1539800995,5.0,2.0,2018-10-01,22.7272727273,13.6363636364,13.6363636364,31.818181818200003,13.6363636364,4.54545454545
6353,2018,10,PARIS EST,STUTTGART,188.785666667,152.0,2.0,22.0,12.1909090909,1.78577777778,14.0,40.8821428571,7.34477777778,0.142857142857,0.142857142857,0.142857142857,0.5,0.0714285714286,0.0,14.0,7.34477777778,9.0,2.0,2018-10-01,14.2857142857,14.2857142857,14.2857142857,50.0,7.1428571428600005,0.0
6354,2018,10,PARIS LYON,ZURICH,243.616099773,147.0,0.0,26.0,22.978205128200003,3.85011337868,30.0,43.3538888889,11.3199546485,0.2,0.0666666666666999,0.2,0.366666666667,0.1,0.0666666666666999,30.0,11.3199546485,19.0,7.0,2018-10-01,20.0,6.666666666669999,20.0,36.6666666667,10.0,6.666666666669999
6360,2018,8,PARIS MONTPARNASSE,TOURS,78.9171974522,157.0,0.0,24.0,7.30277777778,0.8512738853499999,30.0,12.855,3.12866242038,0.173913043478,0.173913043478,0.217391304348,0.260869565217,0.0869565217391,0.0869565217391,6.0,3.12866242038,1.0,0.0,2018-08-01,17.3913043478,17.3913043478,21.7391304348,26.0869565217,8.69565217391,8.69565217391
6365,2018,7,METZ,PARIS EST,85.8126984127,316.0,1.0,102.0,8.26535947712,2.71851851852,52.0,22.0227564103,4.16835978836,0.307692307692,0.3846153846149999,0.0769230769231,0.0,0.153846153846,0.0769230769231,25.0,4.16835978836,14.0,3.0,2018-07-01,30.7692307692,38.4615384615,7.692307692310001,0.0,15.3846153846,7.692307692310001
6366,2019,1,ARRAS,PARIS NORD,50.9421221865,323.0,12.0,108.0,6.05987654321,2.26993569132,73.0,19.2344748858,5.09297963558,0.402985074627,0.119402985075,0.358208955224,0.089552238806,0.0298507462687,0.0,24.0,5.09297963558,17.0,3.0,2019-01-01,40.2985074627,11.9402985075,35.8208955224,8.9552238806,2.9850746268700004,0.0
6367,2018,12,QUIMPER,PARIS MONTPARNASSE,223.364,251.0,1.0,8.0,11.875,0.38,16.0,40.9635416667,5.7966,0.3125,0.1875,0.25,0.25,0.0,0.0,16.0,5.7966,6.0,4.0,2018-12-01,31.25,18.75,25.0,25.0,0.0,0.0
6368,2018,12,PARIS MONTPARNASSE,LA ROCHELLE VILLE,168.891402715,221.0,0.0,24.0,6.21736111111,0.398642533937,22.0,31.1818181818,4.02262443439,0.318181818182,0.4545454545449999,0.181818181818,0.0,0.0,0.0454545454545,17.0,4.02262443439,8.0,1.0,2018-12-01,31.818181818200003,45.4545454545,18.1818181818,0.0,0.0,4.54545454545
6370,2018,12,PARIS LYON,GRENOBLE,181.780991736,242.0,0.0,44.0,16.4643939394,2.65668044077,45.0,28.9111111111,6.27272727273,0.268292682927,0.0243902439024,0.19512195122,0.439024390244,0.0731707317073,0.0,28.0,6.27272727273,15.0,4.0,2018-12-01,26.8292682927,2.43902439024,19.512195122,43.9024390244,7.31707317073,0.0
6371,2018,12,PARIS EST,NANCY,95.5342465753,293.0,1.0,51.0,19.222875817,3.22442922374,23.0,36.1311594203,5.38892694064,0.181818181818,0.272727272727,0.1363636363639999,0.409090909091,0.0,0.0,23.0,5.38892694064,19.0,5.0,2018-12-01,18.1818181818,27.2727272727,13.6363636364,40.9090909091,0.0,0.0
6373,2019,1,LYON PART DIEU,MONTPELLIER,115.567708333,202.0,10.0,76.0,13.5973684211,5.43967013889,33.0,38.4984848485,6.085329861109999,0.4545454545449999,0.212121212121,0.030303030303,0.181818181818,0.0909090909091,0.030303030303,25.0,6.085329861109999,15.0,7.0,2019-01-01,45.4545454545,21.2121212121,3.0303030303,18.1818181818,9.09090909091,3.0303030303
6374,2019,1,AVIGNON TGV,PARIS LYON,164.568062827,385.0,3.0,128.0,11.3783854167,3.60815881326,68.0,30.3360294118,6.19568062827,0.417910447761,0.238805970149,0.119402985075,0.149253731343,0.044776119403,0.0298507462687,54.0,6.19568062827,25.0,8.0,2019-01-01,41.7910447761,23.8805970149,11.9402985075,14.9253731343,4.4776119403,2.9850746268700004
6375,2019,1,PARIS LYON,BELLEGARDE (AIN),162.82426778200002,239.0,0.0,42.0,12.0321428571,1.83368200837,47.0,26.1315602837,6.943793584380001,0.31914893617,0.127659574468,0.276595744681,0.212765957447,0.063829787234,0.0,31.0,6.943793584380001,13.0,3.0,2019-01-01,31.914893617,12.7659574468,27.6595744681,21.2765957447,6.3829787234,0.0
6376,2018,12,STUTTGART,PARIS EST,190.647091723,152.0,3.0,134.0,6.29900497512,5.63680089485,20.0,52.9516666667,8.86331096197,0.222222222222,0.111111111111,0.166666666667,0.333333333333,0.0555555555556,0.111111111111,19.0,8.86331096197,11.0,5.0,2018-12-01,22.2222222222,11.1111111111,16.6666666667,33.333333333300004,5.555555555560001,11.1111111111
6378,2015,7,ANNECY,PARIS LYON,224.129411765,171.0,1.0,10.0,15.3,0.935294117647,20.0,57.95,7.56470588235,0.4,0.35,0.05,0.1,0.0,0.1,20.0,57.95,12.0,6.0,2015-07-01,40.0,35.0,5.0,10.0,0.0,10.0
6381,2015,6,PARIS MONTPARNASSE,BREST,274.32038835,207.0,1.0,20.0,22.65,2.47087378641,18.0,48.7222222222,6.17475728155,0.235294117647,0.411764705882,0.117647058824,0.117647058824,0.0588235294118,0.0588235294118,18.0,48.7222222,7.0,4.0,2015-06-01,23.5294117647,41.1764705882,11.7647058824,11.7647058824,5.8823529411800015,5.8823529411800015
6382,2015,6,PARIS MONTPARNASSE,LAVAL,104.039823009,227.0,1.0,7.0,30.4285714286,1.13716814159,20.0,26.65,2.72566371681,0.263157894737,0.368421052632,0.157894736842,0.0526315789474,0.157894736842,0.0,11.0,38.6363636,3.0,1.0,2015-06-01,26.3157894737,36.8421052632,15.7894736842,5.26315789474,15.7894736842,0.0
6385,2017,1,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.815920398,201.0,0.0,18.0,15.9296296296,1.34535655058,19.0,25.3587719298,2.7719734660000004,0.230769230769,0.3846153846149999,0.153846153846,0.230769230769,0.0,0.0,7.0,53.8642857143,5.0,3.0,2017-01-01,23.0769230769,38.4615384615,15.3846153846,23.0769230769,0.0,0.0
6386,2017,1,PARIS LYON,MACON LOCHE,95.7926267281,218.0,1.0,13.0,14.014102564100002,0.858525345622,18.0,22.812962963,2.23110599078,0.277777777778,0.277777777778,0.0,0.444444444444,0.0,0.0,10.0,31.46,6.0,0.0,2017-01-01,27.7777777778,27.7777777778,0.0,44.4444444444,0.0,0.0
6387,2017,7,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.6262135922,206.0,0.0,20.0,12.6,1.21844660194,41.0,11.0487804878,2.4805825242700004,0.275862068966,0.206896551724,0.206896551724,0.241379310345,0.0,0.0689655172414,7.0,26.4809524,2.0,0.0,2017-07-01,27.5862068966,20.6896551724,20.6896551724,24.1379310345,0.0,6.896551724139999
